-3.0, -9.109452339532548e-16
-2.99, 1.8241254222566782e-3
-2.9800000000000004, 9.359022300744703e-16
-2.9700000000000006, -1.8346391134512411e-3
-2.960000000000001, -1.1703248815020734e-15
-2.950000000000001, 1.8452747025147261e-3
-2.9400000000000013, 1.1970800964592845e-15
-2.9300000000000015, -1.8560343217713718e-3
-2.9200000000000017, -1.4357718892274724e-15
-2.910000000000002, 1.866920153570617e-3
-2.900000000000002, 1.4644033244060943e-15
-2.8900000000000023, -1.877934431762774e-3
-2.8800000000000026, -1.7075016663664902e-15
-2.8700000000000028, 1.8890794432272408e-3
-2.860000000000003, 1.7380913911135422e-15
-2.850000000000003, -1.900357529455463e-3
-2.8400000000000034, -1.9857399411615324e-15
-2.8300000000000036, 1.911771088190931e-3
-2.820000000000004, 2.0183743509946634e-15
-2.810000000000004, -1.9233225751286403e-3
-2.8000000000000043, -2.2707233862546357e-15
-2.7900000000000045, 1.9350145056765344e-3
-2.7800000000000047, 2.3054934806289825e-15
-2.770000000000005, -1.9468494567815896e-3
-2.760000000000005, -2.56270029012303e-15
-2.7500000000000053, 1.958830068823322e-3
-2.7400000000000055, 2.7113922319078606e-15
-2.7300000000000058, -1.970959047577646e-3
-2.720000000000006, -2.861931278559583e-15
-2.710000000000006, 1.983239166254142e-3
-2.7000000000000064, 3.014352063294452e-15
-2.6900000000000066, -1.9956732676099666e-3
-2.680000000000007, -3.1686900906046025e-15
-2.670000000000007, 2.0082642661437833e-3
-2.6600000000000072, 3.324981763830071e-15
-2.6500000000000075, -2.0210151503732674e-3
-2.6400000000000077, -3.4832644137845268e-15
-2.630000000000008, 2.0339289851999333e-3
-2.620000000000008, 3.6435763284819885e-15
-2.6100000000000083, -2.047008914365206e-3
-2.6000000000000085, -3.805956784014255e-15
-2.5900000000000087, 2.0602581630018734e-3
-2.580000000000009, 3.970446076631357e-15
-2.570000000000009, -2.073680040285273e-3
-2.5600000000000094, -4.137085556080055e-15
-2.5500000000000096, 2.0872779421887825e-3
-2.54000000000001, 4.305917660258341e-15
-2.53000000000001, -2.1010553543484444e-3
-2.5200000000000102, -4.476985951246935e-15
-2.5100000000000104, 2.115015855041789e-3
-2.5000000000000107, 4.650335152782044e-15
-2.490000000000011, -2.1291631182862153e-3
-2.480000000000011, -4.826011189237087e-15
-2.4700000000000113, 2.143500917062553e-3
-2.4600000000000115, 5.004061226184766e-15
-2.4500000000000117, -2.1580331266697565e-3
-2.440000000000012, -5.184533712614726e-15
-2.430000000000012, 2.17276372821699e-3
-2.4200000000000124, 5.243548135928102e-15
-2.4100000000000126, -2.187696812259718e-3
-2.400000000000013, -5.428161531893257e-15
-2.390000000000013, 2.2028365825867745e-3
-2.380000000000013, 5.615339002802372e-15
-2.3700000000000134, -2.218187360165776e-3
-2.3600000000000136, -5.8051343404374886e-15
-2.350000000000014, 2.233753587254658e-3
-2.340000000000014, 5.997602851842115e-15
-2.3300000000000143, -2.2495398316875526e-3
-2.3200000000000145, -6.192801413053897e-15
-2.3100000000000147, 2.2655507913436914e-3
-2.300000000000015, 6.390788525140134e-15
-2.290000000000015, -2.2817912988085205e-3
-2.2800000000000153, -6.591624372652073e-15
-2.2700000000000156, 2.29826632623674e-3
-2.2600000000000158, 6.795370884620706e-15
-2.250000000000016, -2.3149809904275524e-3
-2.240000000000016, -7.002091798223917e-15
-2.2300000000000164, 2.331940558122992e-3
-2.2200000000000166, 7.21185272526247e-15
-2.210000000000017, -2.349150451540873e-3
-2.200000000000017, -7.424721221590483e-15
-2.1900000000000173, 2.3666162541545596e-3
-2.1800000000000175, 7.640766859654735e-15
-2.1700000000000177, -2.3843437167324955e-3
-2.160000000000018, -7.860061304306418e-15
-2.150000000000018, 2.402338763651231e-3
-2.1400000000000183, 8.082678392058885e-15
-2.1300000000000185, -2.420607499496487e-3
-2.1200000000000188, -8.308694213975512e-15
-2.110000000000019, 2.439156215967724e-3
-2.100000000000019, 8.538187202383162e-15
-2.0900000000000194, -2.457991399102609e-3
-2.0800000000000196, -8.77123822161884e-15
